日期,开盘价,最高价,最低价,收盘价,成交量,成交额
20240719,2.96,2.96,2.9,2.95,12993300,38154055
20240722,2.98,3.25,2.98,3.25,12264400,38670656
20240723,3.45,3.47,3.18,3.22,35057500,116350879
20240724,3.23,3.27,3.1,3.13,17335800,54587062
20240725,3.16,3.26,3.07,3.2,16073300,50863178
20240726,3.15,3.29,3.15,3.27,15875800,51422188
20240729,3.25,3.32,3.2,3.28,14839800,48601693
20240730,3.3,3.37,3.27,3.36,12328900,40979593
20240731,3.36,3.42,3.33,3.42,13242500,44722087
20240801,3.41,3.66,3.39,3.5,19251500,67045515
20240802,3.47,3.75,3.46,3.73,22892900,83280036
20240805,3.66,4.04,3.57,3.57,26206100,98470643
20240806,3.61,3.86,3.6,3.84,20236100,75346499
20240807,3.76,3.81,3.66,3.66,13808200,51134342
20240808,3.6,3.71,3.52,3.62,11900100,42844908
20240809,3.63,3.63,3.49,3.49,8512600,30185903
20240812,3.49,3.5,3.4,3.43,6832200,23510117
20240813,3.45,3.51,3.35,3.5,6178000,21301402
20240814,3.53,3.58,3.48,3.52,5858400,20675050
20240815,3.52,3.6,3.46,3.59,6137700,21812083
20240816,3.58,3.62,3.5,3.51,5358100,18994901
20240819,3.48,3.51,3.44,3.48,4719600,16407142
20240820,3.46,3.5,3.37,3.4,4873500,16683341
20240821,3.38,3.44,3.35,3.42,4010800,13645785
20240822,3.41,3.76,3.37,3.76,14115900,51391034
20240823,3.75,3.75,3.54,3.57,23929800,86841281
20240826,3.53,3.61,3.4,3.61,13441800,47511096
20240827,3.59,3.6,3.45,3.46,8468500,29612614
20240828,3.42,3.55,3.39,3.48,6468000,22571988
20240829,3.49,3.61,3.44,3.6,8310500,29461635
20240830,3.65,3.78,3.61,3.71,14276000,52968084
20240902,3.76,3.88,3.73,3.74,13273700,50297290
20240903,3.78,3.81,3.67,3.72,7303400,27295566
20240904,3.74,3.9,3.7,3.83,16211800,62143354
20240905,3.8,4.14,3.76,3.9,20439800,80703947
20240906,3.97,4.09,3.8,3.81,13058200,51152643
20240909,3.86,3.91,3.71,3.8,8238700,31426680
20240910,3.9,3.97,3.82,3.9,10499400,40913170
20240911,3.92,3.92,3.79,3.83,8094600,31015667
20240912,3.84,3.9,3.81,3.85,5858300,22640708
20240913,3.86,3.89,3.74,3.78,6234900,23780704
20240918,3.78,3.8,3.63,3.72,6943800,25747590
20240919,3.72,3.89,3.71,3.88,6930100,26581403
20240920,3.89,3.91,3.82,3.89,4753300,18407002
20240923,3.89,4,3.83,3.95,6123500,24220564
20240924,3.93,4.12,3.93,4.11,10396400,42055597
20240925,4.15,4.24,4.1,4.15,12580900,52489838
20240926,4.17,4.24,4.14,4.23,7773900,32660331
20240927,4.34,4.48,4.24,4.41,10906100,47510581
20240930,4.56,4.8,4.41,4.79,17480100,80902175
20241008,5.26,5.26,4.77,5,24720100,123289429
20241009,4.95,4.95,4.5,4.5,17424700,80677653
20241010,4.42,4.6,4.28,4.44,12762300,56642048
20241011,4.47,4.47,4.2,4.26,9567900,41450148
20241014,4.27,4.42,4.23,4.31,12601300,54221734
20241015,4.35,4.74,4.21,4.74,27536100,127130433
20241016,4.65,4.85,4.48,4.59,44375500,202795683
20241017,4.55,4.68,4.49,4.55,28014600,128162990
20241018,4.51,4.65,4.39,4.59,27080300,123315115
20241021,4.58,4.81,4.56,4.71,21848400,101885048
20241022,4.72,4.88,4.65,4.86,20533700,98700015
20241023,4.87,4.98,4.81,4.84,16186900,78915543
20241024,4.78,4.95,4.78,4.94,13092500,63693015
20241025,4.94,5.12,4.93,5.11,14478900,72798506
20241028,5.2,5.3,5.04,5.28,15641300,81506284
20241029,5.28,5.32,5.02,5.03,18991500,97010062
20241030,5.01,5.09,4.9,5.03,11886700,59520903
20241031,5,5.1,4.99,5.06,10240300,51760389
20241101,5.04,5.06,4.74,4.78,14315500,69477883
