日期,开盘价,最高价,最低价,收盘价,成交量,成交额
20240719,2.78,2.78,2.74,2.77,3281800,9067659
20240722,2.75,2.79,2.74,2.77,3585900,9904940
20240723,2.78,2.82,2.73,2.74,5994400,16691756
20240724,2.75,2.75,2.65,2.66,7032800,18880730
20240725,2.64,2.7,2.62,2.67,3643300,9716955
20240726,2.67,2.72,2.67,2.7,3388700,9137450
20240729,2.7,2.73,2.68,2.72,4098300,11117735
20240730,2.72,2.77,2.71,2.77,4946900,13573212
20240731,2.79,2.85,2.77,2.84,10436900,29484294
20240801,2.84,2.89,2.81,2.85,9593000,27285019
20240802,2.82,2.92,2.82,2.9,14317200,41410180
20240805,2.94,3.06,2.89,2.91,20031700,59447529
20240806,2.91,3.09,2.9,3.06,23119900,69136178
20240807,3.04,3.04,2.97,3.02,19545000,58687106
20240808,3,3.06,2.96,3.02,14786200,44675539
20240809,3,3.05,2.98,2.98,14543500,43822772
20240812,2.97,2.97,2.85,2.88,11124700,32311994
20240813,2.89,2.91,2.83,2.89,6882800,19803393
20240814,2.9,2.91,2.85,2.85,5708400,16401391
20240815,2.86,2.92,2.83,2.9,8614000,24853335
20240816,2.91,2.93,2.87,2.87,6353000,18333841
20240819,2.88,2.93,2.86,2.91,6369700,18490016
20240820,2.92,2.93,2.85,2.86,5559100,15987707
20240821,2.84,2.88,2.83,2.85,3409700,9747671
20240822,2.86,2.87,2.78,2.78,6021400,16938306
20240823,2.79,2.79,2.72,2.79,5043400,13936073
20240826,2.75,2.83,2.75,2.82,4622100,12961754
20240827,2.8,2.84,2.79,2.79,4219600,11881260
20240828,2.83,2.9,2.79,2.86,9068400,25913942
20240829,2.84,2.89,2.82,2.88,6453000,18418378
20240830,2.87,2.98,2.87,2.94,9553500,28001730
20240902,2.96,3,2.93,2.94,9711100,28854589
20240903,2.94,2.99,2.93,2.97,6614800,19623307
20240904,2.96,3.01,2.95,2.97,8273400,24637465
20240905,2.99,3.02,2.98,3.01,7100600,21294686
20240906,3.02,3.07,2.99,2.99,12012900,36301498
20240909,2.97,3.07,2.95,3.03,14245500,43165185
20240910,3.02,3.04,2.92,2.97,13415800,39792097
20240911,2.96,2.97,2.9,2.9,8989300,26273266
20240912,2.9,2.94,2.88,2.89,6588200,19146605
20240913,2.9,2.92,2.84,2.86,7680600,22075730
20240918,2.87,2.88,2.76,2.83,11440800,32054823
20240919,2.85,2.93,2.84,2.91,10475200,30360900
20240920,2.93,2.93,2.87,2.89,6809000,19687222
20240923,2.89,2.92,2.86,2.89,7196400,20795979
20240924,2.9,3.02,2.89,3.01,16787000,49751599
20240925,3.05,3.28,3.03,3.15,43481600,137134401
20240926,3.16,3.31,3.15,3.3,45221100,146218980
20240927,3.3,3.39,3.2,3.32,54214300,178099901
20240930,3.41,3.63,3.32,3.62,66081000,230753633
20241008,3.79,3.97,3.43,3.6,85654100,318554371
20241009,3.46,3.46,3.24,3.24,41198600,135579726
20241010,3.16,3.37,3.06,3.26,45200700,143589914
20241011,3.21,3.22,3.04,3.08,25530000,79873738
20241014,3.06,3.15,3.04,3.13,21036400,65210256
20241015,3.11,3.15,3.09,3.09,15319900,47753469
20241016,3.06,3.14,3.03,3.11,12885100,39941245
20241017,3.14,3.17,3.1,3.12,19107000,59965251
20241018,3.1,3.19,3.07,3.14,24825500,77558340
20241021,3.14,3.3,3.13,3.24,33345300,107511197
20241022,3.23,3.3,3.2,3.27,24872100,80938966
20241023,3.27,3.31,3.21,3.25,25063200,81649126
20241024,3.21,3.36,3.2,3.29,25202500,82534140
20241025,3.29,3.32,3.26,3.28,20776600,68237003
20241028,3.29,3.39,3.26,3.38,33793400,112960973
20241029,3.4,3.49,3.35,3.38,36508900,124445342
20241030,3.35,3.42,3.29,3.37,19927200,66966559
20241031,3.35,3.54,3.35,3.48,31901400,109849587
20241101,3.47,3.58,3.42,3.48,41072900,143418964
20241104,3.44,3.47,3.32,3.45,36541300,123657029
20241105,3.4,3.46,3.39,3.45,37272700,127575418
20241106,3.43,3.47,3.4,3.45,31795000,109318314
20241107,3.46,3.8,3.43,3.8,66422100,242937734
20241108,3.83,3.85,3.64,3.72,88791200,329204092
20241111,3.63,3.69,3.58,3.65,45289500,163926639
20241112,3.65,3.73,3.62,3.7,50881300,187473787
20241113,3.72,3.72,3.43,3.5,62470000,220343945
20241114,3.47,3.48,3.38,3.39,33593100,115060269
20241115,3.37,3.39,3.27,3.28,28899700,96335392
20241118,3.28,3.36,3.2,3.24,25283500,82707989
20241119,3.25,3.29,3.21,3.29,16733200,54349348
