日期,开盘价,最高价,最低价,收盘价,成交量,成交额
20240719,19.59,21.21,19.45,20.11,18567900,379315069
20240722,19.99,21,19.81,20.8,19253100,395149480
20240723,20.6,20.82,19.81,19.81,14956300,304923744
20240724,19.73,20.89,19.72,20.13,13407900,272054466
20240725,19.55,20.5,19,19.79,11689400,229042963
20240726,19.71,20.54,19.38,20.45,15253900,305030955
20240729,20.2,22.48,20.2,21.58,24768400,523414323
20240730,21.16,22.5,20.8,22.13,23103600,499677271
20240731,21.5,23.02,21.4,22.08,23727300,525137921
20240801,21.8,22.4,21.6,21.76,16489200,362671125
20240802,21.18,22,21.03,21.08,11599500,247797937
20240805,20.82,20.82,19.64,19.67,12403800,249979015
20240806,19.93,20.15,19.3,19.97,7667000,151075319
20240807,19.97,20.2,19.71,19.86,6768900,135187108
20240808,19.4,20.67,18.88,20.04,13185100,260883840
20240809,20.36,20.97,19.95,20.64,14405700,294269182
20240812,20.23,20.38,19.52,19.81,9583100,191529998
20240813,19.64,20.1,19.64,19.9,5063700,100585849
20240814,19.92,20.9,19.75,20.87,16227000,333993824
20240815,20.67,21.54,20.32,21.38,18610600,391002017
20240816,21.78,23.52,21.4,23.52,27659100,633066814
20240819,24.87,25.87,24.72,25.87,22012400,560535595
20240820,24.55,28.46,23.89,25.31,45296700,1182575232
20240821,24.55,27.84,24.55,27.84,43136200,1178783726
20240822,27.24,29.44,26.66,27.65,44173900,1232669983
20240823,26.1,30,26.1,28.49,41465600,1170368736
20240826,28,29.44,26.99,27.38,30053400,841115742
20240827,26,26.35,24.64,24.64,27415500,691035691
20240828,23.5,24.32,22.98,23.78,27406700,646596541
20240829,23.26,23.78,22.46,23.14,23621800,544269065
20240830,23.48,25.45,23.48,25.45,17244200,428754473
20240902,25.4,27.85,25,26.77,37375300,977600163
20240903,25.44,26.25,25.15,25.84,21172700,543039066
20240904,24.99,25.79,24.21,25,17086200,424224279
20240905,24.81,27.5,24.68,27.5,30306100,796752761
20240906,28.5,30.25,26.72,30.25,35200700,1004281064
20240909,33.02,33.28,29.36,31.65,49115400,1603092852
20240910,28.49,28.49,28.49,28.49,2460900,70111041
20240911,25.64,25.64,25.64,25.64,2063600,52910704
20240912,23.08,27.44,23.08,26.42,38467600,972531491
20240913,24.61,25.05,23.8,24,28433000,688263360
20240918,23.54,24.37,23.31,23.75,18052400,429685035
20240919,23.8,24.66,23.07,24.47,20866200,503393366
20240920,24.3,25.19,24.07,24.68,20195700,498512725
20240923,24.7,25.34,24.08,25.11,21196400,525366433
20240924,24.17,26.4,23.1,25.12,28221500,695948906
20240925,25.07,26.28,24.89,25.74,26487000,678460464
20240926,25.81,27.84,25.35,27.14,29824900,792256149
20240927,26.89,28.78,26.74,28.24,29789200,822151580
20240930,28.75,30.9,28.26,30.67,32876300,972971219
20241008,33.7,33.74,29.72,33.74,35211700,1139154176
20241009,33.21,33.21,30.37,30.37,20724100,655290198
20241010,29.39,30.28,27.55,28.14,16029900,461109528
20241011,28.08,29.93,27.57,29.01,16685100,484698983
20241014,29.01,31.69,28.04,31.19,19826400,597531950
20241015,30.8,31.7,29.7,29.73,18151200,554601239
20241016,28.8,31.69,28.5,30.83,18997200,569709760
20241017,30.5,31.2,30.01,30.22,15418900,473228387
20241018,30.41,32.5,30.38,31.88,25214800,799547818
20241021,31.88,33.24,31.31,31.77,26478400,856165742
20241022,31.48,32.2,30.44,30.91,16723100,518299794
20241023,30.6,30.84,29.7,30,13729700,415345969
20241024,29.8,31.24,29.53,30.78,13822700,422915157
20241025,30.75,32.23,30.37,32.07,22729000,715451768
20241028,32,32.55,31,31.98,17780000,563846144
20241029,31.8,32.59,31.32,31.32,16870000,538063051
20241030,30.62,30.62,29.2,30.13,16386600,489718480
20241031,29.8,30.79,29.4,30.45,13666800,411714393
20241101,30.05,30.07,27.84,27.91,12484500,361430344
20241104,27.9,28.95,27.68,28.79,6394900,182572115
20241105,28.75,29.7,28.5,29.55,8197800,240629104
20241106,29.55,30.05,29,29.09,8952900,263369452
20241107,28.88,29.41,28.4,29.41,7005600,204127457
20241108,29.57,30.35,29.34,30.05,12597700,376243491
20241111,30,31.5,29.59,31.15,14260500,436248549
20241112,31.15,31.48,29.91,30.25,10565300,324166566
20241113,29.86,31,28.98,30.04,9420100,281805900
20241114,29.71,29.74,28.4,28.42,8760800,254402094
20241115,28.36,28.72,28.08,28.21,5334300,151628863
20241118,28.2,28.35,26.13,26.21,6809300,182006743
20241119,26.5,27.1,26.23,27.1,5216000,138974847
20241120,27.11,27.44,26.82,27.26,4493200,122199369
20241121,27.21,27.36,26.91,27.22,4299200,116680807
20241122,27.16,27.3,25.8,25.82,5000400,133235985
20241125,25.83,26.34,25.5,26.34,4413200,114726071
20241126,26.52,26.68,25.83,25.86,3384300,88830277
20241127,25.86,26.12,24.93,26.12,4374700,111536137
20241128,26.14,27.27,26.02,26.99,6878100,183431991
20241129,26.76,27.75,26.26,27.34,7516200,203174670
20241202,27.35,30.07,27,28.95,14934000,428307240
20241203,28.8,29.8,27.96,28.04,11696200,335524422
20241204,28.98,29.49,27.44,27.79,8350000,236886886
20241205,27.21,27.9,27.1,27.65,5816500,160261989
20241206,27.65,27.77,27.15,27.48,4812200,132173318
20241209,27.4,27.45,26.79,26.95,4288300,116047191
20241210,27.58,27.8,27.11,27.23,5336500,146302822
20241211,27.17,27.59,27.03,27.5,3776900,103432098
20241212,27.48,27.76,27.33,27.76,4779600,131897626
20241213,27.56,27.98,27.31,27.38,5094000,140415904
20241216,27.31,27.43,26.4,26.51,4610800,123667774
20241217,26.5,26.66,25.8,25.9,3895900,101766038
20241218,25.79,26.8,25.38,26.53,4496300,118024418
20241219,26.03,26.59,25.98,26.35,3043500,80053294
20241220,26.2,27.4,26.2,27.23,5990100,161953687
20241223,27.13,27.33,25.87,25.9,4790100,127107622
20241224,25.85,26.49,25.53,26.43,3757600,97945071
