日期,开盘价,最高价,最低价,收盘价,成交量,成交额
20210318,176.3,179.96,173.43,176.01,582243,102543083
20210319,173.01,175.8,170,173,558356,96342435
20210322,171.11,174.82,170.61,173.68,392681,68016424
20210323,173.01,176.73,167.4,168.32,757270,129188669
20210324,166,169.49,165.32,166.75,457838,76452192
20210325,166.81,172.35,164.01,169.76,553486,93625534
20210326,170,175.7,169.99,174.24,490489,85100626
20210329,175.14,177.8,173,174.4,471045,82510138
20210330,175.39,178.56,173.5,176.86,566754,99748507
20210331,174,175,166.88,168.58,857751,145192799
20210401,168.58,171.48,168.02,170.3,495741,84324249
20210402,170.3,175,169.11,173.7,623662,107725386
20210406,177.5,177.5,169.5,170.77,501821,85913774
20210407,170.01,171.9,167.6,170.02,493724,83358420
20210408,170,171.89,168,170.45,381253,64979216
20210409,172.01,181.8,172.01,173.83,1126880,198033929
20210412,173.78,180.18,172.48,175.3,959991,170009790
20210413,175.03,187.65,174.51,184.52,1144350,209444936
20210414,184.52,185.77,180,183.71,812385,148456190
20210415,183.8,187,180,185.69,775372,142383726
20210416,184.01,191.29,181.27,190.75,848424,158603370
20210419,190,195.8,189,195.7,903622,174953402
20210420,201.04,204.7,186.78,189,2070251,405899817
20210421,187.64,203,185.21,202.5,1475890,288254079
20210422,202.5,215.77,198.23,212.63,1528029,315956589
20210423,210,213.3,206,206.56,1239194,259771518
20210426,206.5,217.62,205.08,211,1482186,314514848
20210427,210.1,219.55,209,219.01,1096125,234746898
20210428,216.51,223.8,214.83,221,910802,199071832
20210429,219.93,222,214.59,218.2,771212,167962700
20210430,217.52,225.73,215,224,805706,176669950
20210506,223.01,223.43,210.1,214.5,807912,173808488
20210507,214.23,216.4,199,199,1317421,269975549
20210510,199,220.88,198.5,216.21,1310911,279509245
20210511,216.21,248.88,215.99,245.99,1717137,399746691
20210512,239.5,269.87,239.14,266.78,1634587,416822323
20210513,270,287.88,267.99,278.49,1805159,500646994
20210514,275.01,281,269.21,277.5,959183,264689511
20210517,277,296,277,289.52,1158452,332281855
20210518,288.99,294.9,284.02,286.71,673839,193577717
20210519,285.25,295.99,282.5,291.97,957574,277891716
20210520,286.66,290,281,284.5,866701,246938949
20210521,284.5,299.88,281.37,286.4,892433,257159301
20210524,288.7,301.98,283,297,918903,269424097
20210525,295.49,317.99,294.12,312.07,1189127,363426781
20210526,312.1,314.1,292.86,293.7,913737,274639338
20210527,293.97,308.12,290.99,302.46,848059,254465601
20210528,310.01,310.01,287.02,289.96,1194234,354048539
20210531,291.67,344.9,291.67,339,1454022,467722035
20210601,341.98,342,325.88,338.3,965420,322860352
20210602,337.33,339,297.67,303.82,1551862,487205934
20210603,303,306.19,288,292.99,817782,241909448
20210604,291,313,289,302.05,822311,250306668
20210607,299.33,314.1,294,303.65,898963,273481819
20210608,300,321.37,300,308.1,845776,264764636
20210609,306.66,316.66,301.02,306.78,731755,224847935
20210610,305,313.98,299.05,306,634637,193374013
20210611,303,309.09,284,293.89,986757,290659346
20210615,291.23,314.12,291.23,309.1,875497,264360377
20210616,306.02,309.99,288,293.55,643268,189692975
20210617,290.55,301,290.55,299.5,458215,136358921
20210618,301.6,320.85,301.6,314.76,840575,265330397
20210621,315.73,341,309.1,331.7,715466,236042730
20210622,332.15,338,320.99,335.97,613976,203202883
20210623,332.6,339.19,325,325.1,422129,138882929
20210624,325.58,334.79,316,319,618035,199934402
20210625,317.3,357.21,317.3,349.02,1061401,363563511
20210628,358,389.4,350.03,386.97,1245008,466742636
20210629,387,398.86,372.77,389.05,1224536,473449888
20210630,394.5,398.84,376.11,377.78,654132,250473252
20210701,377.78,394.08,372,372,586873,224277904
20210702,372,379.49,352.73,357.99,1003034,365377738
20210705,358.86,394.42,358.86,383.01,875621,335634107
20210706,389.79,391.9,310.5,321.1,2454674,825108941
20210707,321.69,354,320,347.61,1230965,419299107
20210708,346.69,350.48,302.99,307.9,1940971,611690950
20210709,304.91,307.86,290.6,299.3,1245833,371725530
20210712,303.98,309.33,286.31,300.1,1097074,330699414
20210713,301.69,323.2,298.01,307,1254120,388268750
20210714,300.01,328,300.01,318,965831,305651608
20210715,316.03,329.97,312.01,324.11,882210,284203757
20210716,322,323.04,310.03,311.77,845131,266226406
20210719,305,321.95,304,317.18,481241,152476154
20210720,316.83,322.92,314.17,319.2,516243,164696717
20210721,317.2,329.79,316.2,322.96,465870,151511302
20210722,322.57,322.57,291.91,299.52,1386733,417783985
20210723,298,298.5,280.4,289,1196993,340592895
20210726,280,283.32,254,270.07,1603317,429517418
20210727,271.83,278,261.51,265.98,833481,224543973
20210728,263,275.88,255.8,267.25,861667,229112873
20210729,271.5,285.4,266,280.2,1947274,533046199
20210730,274,280,263.9,274.1,1171313,318825904
20210802,270.01,276.48,256.23,271.73,885138,237279671
20210803,271.72,280,269.2,274.48,958146,263733776
20210804,272.2,277.48,266.16,274.53,1052891,286240850
20210805,269.31,302.87,266.88,297.2,1753113,502341825
20210806,293,295.17,278,280.34,1140255,322277285
20210809,278.9,295,274.12,287.33,881036,254335399
20210810,285.38,296.22,285.03,288.3,926389,268918830
20210811,288.6,294.71,275,275.69,942175,263189290
20210812,274,283,263,265.17,1244282,335616851
20210813,268,270.6,254.06,257.79,1326716,345036373
20210816,259.8,267,251.78,255.79,1126786,290559413
20210817,255.03,263.36,245.02,250.92,924472,233747728
20210818,273,297,270.33,285.08,3253675,927260473
20210819,286.73,296,282,283.95,2261567,652592765
20210820,287.14,288.6,267.58,270.83,1826868,504891713
20210823,270,279.88,261.53,275,1008199,275163671
20210824,273,285.01,267,280,1206631,337012521
20210825,278.48,293,275.02,283.8,1235737,352828097
20210826,285.38,285.38,271.3,271.5,838800,231308983
20210827,270,282.66,265.54,266.25,845606,230948628
20210830,263.8,269,255.33,265.09,1451833,378182393
20210831,264.09,281.8,261.96,263.96,1098892,299315605
20210901,259.03,262.99,241.23,244.72,2352849,581800717
20210902,245,248.97,231.81,232.99,1343542,319585677
20210903,231.99,248.87,230.65,240.58,1172559,280524519
20210906,240.6,272.39,238.26,266.99,1463522,381815635
20210907,268.27,276.2,263.92,273.4,976650,265802757
20210908,272.36,282,264.16,272.72,981642,268509476
20210909,271.1,277.46,266.24,266.75,544179,146814596
20210910,266,279.5,265.03,267.32,728904,197918686
20210913,270.47,275.6,262.53,263.49,666427,178392395
20210914,263.35,277.88,261.79,268.55,1084957,292517321
20210915,268.68,270.86,253.03,256.29,1159574,299040220
20210916,253.01,269.85,250.51,258.13,883067,231433926
20210917,261.5,278.98,253,273.85,2705201,734070109
20210922,271.98,274.2,252.04,254.8,2137842,558572756
20210923,253.96,264.38,247.43,262,1111660,286661603
20210924,262.18,270.7,256,267.03,1160940,310853608
20210927,270,288.82,266,279,1912152,534994437
20210928,279,287.77,272.5,272.93,1188289,332477495
20210929,275.01,277.74,266.31,272.44,978638,266902094
20210930,274.01,280.88,269.01,273.6,935314,255983581
20211008,274.99,277.77,268.6,270.95,1003898,273694505
20211011,274.98,289.77,272,276.35,1659727,468214344
20211012,275,285.88,270.02,280.4,1757751,492257687
20211013,281.19,295.44,276.93,292,2163347,627962705
20211014,292,293.94,274,279,1899721,533658878
20211015,268.98,275.88,245.01,259.9,3332010,857792681
20211018,258.5,266.45,254,265.94,1272058,332135698
20211019,265.9,270.88,262.8,265.98,633337,168666630
20211020,264.99,273.06,259.69,268.85,578925,154262020
20211021,268.85,273.02,257.25,259.98,780289,206124789
20211022,259,264.49,256.16,261.16,667884,173410255
20211025,262,266.7,257.91,264.95,589954,155195241
20211026,261.01,267.98,259,262,529311,139312752
20211027,262.01,271.9,251.03,270.39,1124148,295302077
20211028,256.78,259,238,240,2793356,688073160
20211029,238.99,249.95,237.1,246,1514836,366693130
