日期,开盘价,最高价,最低价,收盘价,成交量,成交额
20240718,2.29,2.3,2.21,2.25,18949000,42524337
20240719,2.23,2.28,2.23,2.25,13034100,29359338
20240722,2.25,2.32,2.23,2.28,13249300,30047426
20240723,2.28,2.34,2.26,2.27,15586300,35794075
20240724,2.27,2.29,2.21,2.23,13877600,31144706
20240725,2.21,2.26,2.18,2.24,11864100,26454806
20240726,2.23,2.29,2.23,2.27,16482600,37368699
20240729,2.27,2.36,2.23,2.36,32566200,75493277
20240730,2.32,2.37,2.32,2.35,22708800,53254137
20240731,2.34,2.43,2.32,2.43,28936500,69236039
20240801,2.43,2.45,2.39,2.41,23591100,57108094
20240802,2.39,2.43,2.35,2.36,22513500,53900605
20240805,2.31,2.4,2.28,2.28,22858900,53377204
20240806,2.3,2.36,2.3,2.36,17323200,40311907
20240807,2.37,2.43,2.33,2.39,23041100,55001293
20240808,2.36,2.42,2.3,2.39,22003900,51899552
20240809,2.41,2.42,2.33,2.35,14581100,34523918
20240812,2.33,2.35,2.27,2.29,14959100,34488945
20240813,2.28,2.42,2.25,2.36,23031400,53853629
20240814,2.38,2.4,2.33,2.38,19628000,46561112
20240815,2.37,2.5,2.34,2.48,45132200,110356004
20240816,2.48,2.49,2.39,2.41,29592700,71870171
20240819,2.4,2.65,2.35,2.53,65250200,164426872
20240820,2.54,2.62,2.44,2.51,43744300,109868142
20240821,2.46,2.51,2.39,2.45,26740000,65561422
20240822,2.47,2.77,2.47,2.56,93775900,244968299
20240823,2.52,2.53,2.32,2.38,63414000,151928207
20240826,2.35,2.47,2.35,2.38,35753500,85999413
20240827,2.36,2.37,2.24,2.26,34558800,79011809
20240828,2.26,2.28,2.19,2.24,19108300,42796850
20240829,2.25,2.29,2.23,2.28,19066600,43202221
20240830,2.26,2.44,2.24,2.37,41432600,98034333
20240902,2.4,2.43,2.32,2.32,21657500,51304932
20240903,2.31,2.41,2.29,2.38,22197400,52483118
20240904,2.36,2.46,2.34,2.42,34658400,83290592
20240905,2.4,2.42,2.36,2.39,23850700,56873709
20240906,2.38,2.4,2.3,2.3,20751500,48486414
20240909,2.28,2.34,2.28,2.32,11436100,26340971
20240910,2.3,2.38,2.28,2.37,16100200,37510169
20240911,2.35,2.65,2.34,2.45,70773900,176506354
20240912,2.43,2.5,2.43,2.44,42495000,104199188
20240913,2.43,2.47,2.35,2.35,27115200,64388809
20240918,2.34,2.38,2.26,2.29,22342900,51369330
20240919,2.31,2.37,2.28,2.37,23019400,53947597
20240920,2.35,2.37,2.31,2.34,16622800,38834300
20240923,2.34,2.46,2.32,2.42,36696700,87742254
20240924,2.41,2.48,2.38,2.48,40930100,99864299
20240925,2.48,2.58,2.46,2.51,47758300,121005342
20240926,2.51,2.58,2.49,2.57,39663100,100718276
20240927,2.62,2.88,2.6,2.77,84666500,231623410
20240930,2.87,3.26,2.87,3.26,115727300,354526124
20241008,3.87,3.9,3.34,3.89,142784800,525542108
20241009,3.7,3.7,3.21,3.23,99150400,340988785
20241010,3.19,3.37,3.09,3.11,64648000,207038828
